,date,open,high,low,close,volume,average,barCount
0,2016-02-08,186.68,187.01,183.72,186.31,6661800,185.352,28246
1,2016-02-09,184.21,187.87,184.11,186.24,4949000,185.921,22673
2,2016-02-10,187.3,189.24,186.04,186.15,3497900,187.569,13760
3,2016-02-11,183.18,184.96,182.02,183.83,5377600,183.5615,21789
4,2016-02-12,185.84,187.57,184.87,187.55,2971000,186.626,11612
5,2016-02-16,189.76,190.74,188.56,190.67,3092200,189.992,12732
6,2016-02-17,192.12,194.28,191.97,193.83,3527100,193.493,11757
7,2016-02-18,194.2,194.25,192.69,193.05,2296700,193.315,10050
8,2016-02-19,192.15,193.14,191.42,192.93,1812500,192.538,7848
9,2016-02-22,194.85,195.93,194.79,195.72,2223200,195.4555,9831
10,2016-02-23,195.02,195.28,193.16,193.34,2354700,193.9005,10296
11,2016-02-24,191.59,194.5,190.27,194.22,2684900,192.362,12991
12,2016-02-25,194.71,196.53,193.82,196.5,2385300,195.1995,10804
13,2016-02-26,197.58,197.68,195.89,196.15,3303600,196.8725,14030
14,2016-02-29,196.14,197.25,194.42,194.51,2846500,195.8935,15166
15,2016-03-01,196.02,199.2,195.47,199.19,4409400,197.8595,19979
16,2016-03-02,198.79,200.09,198.28,200.07,3561900,199.241,15494
17,2016-03-03,199.79,200.83,199.14,200.78,2648800,199.995,11574
18,2016-03-04,201.08,202.4,200.1,201.48,2909600,201.3285,12172
19,2016-03-07,200.41,202.12,200.29,201.68,3475600,201.1945,12875
20,2016-03-08,200.36,200.96,199.25,199.38,2850400,200.0935,15985
21,2016-03-09,200.39,200.8,199.45,200.41,3029700,200.2105,10609
22,2016-03-10,201.0,202.11,198.46,200.52,3015400,200.063,13742
23,2016-03-11,202.32,203.88,202.2,203.84,2472200,203.126,9419
24,2016-03-14,203.25,204.13,202.85,203.56,3905300,203.5785,20572
25,2016-03-15,202.44,203.28,202.12,203.22,3838100,202.7975,17073
26,2016-03-16,202.64,204.9,202.59,204.52,3177900,203.818,16945
27,2016-03-17,204.35,206.33,203.86,205.81,4227200,205.5125,21268
28,2016-03-18,206.33,206.94,205.96,206.57,4691300,206.522,24364
29,2016-03-21,206.25,207.11,205.96,206.87,2675100,206.683,12902
30,2016-03-22,205.92,207.4,205.73,206.75,3102900,206.806,14277
31,2016-03-23,205.13,205.36,204.05,204.3,2531700,204.7005,12845
32,2016-03-24,203.05,204.2,202.77,204.18,2790200,203.4625,13293
33,2016-03-28,204.67,204.88,203.75,204.31,2011000,204.3775,11293
34,2016-03-29,203.81,206.26,203.43,206.26,2317800,204.9885,11492
35,2016-03-30,207.33,207.91,206.65,207.13,2446200,207.292,11849
36,2016-03-31,206.96,207.45,206.38,206.65,3090600,206.9575,14523
37,2016-04-01,205.39,208.2,205.05,207.97,3379800,206.543,15413
38,2016-04-04,207.92,208.13,206.95,207.29,2686500,207.4185,12094
39,2016-04-05,205.75,206.27,204.93,205.26,2801500,205.5375,14300
40,2016-04-06,205.34,207.54,205.02,207.48,2495700,206.5315,12829
41,2016-04-07,206.22,206.59,204.13,204.97,6119000,205.0485,25812
42,2016-04-08,206.38,206.88,204.92,205.58,2173000,205.935,9803
43,2016-04-11,206.3,207.11,204.95,205.0,2498000,206.0415,12093
44,2016-04-12,205.27,207.32,204.75,207.02,2078000,206.38,9851
45,2016-04-13,208.05,209.16,207.91,209.1,2950800,208.637,13166
46,2016-04-14,209.14,209.66,208.68,209.12,2028200,209.1705,11131
47,2016-04-15,209.12,209.17,208.47,208.79,1915400,208.873,8824
48,2016-04-18,208.2,210.34,208.07,210.31,3118000,209.889,16259
49,2016-04-19,210.81,211.28,210.02,210.95,2270500,210.749,10640
50,2016-04-20,211.03,212.0,210.48,211.11,2179700,211.3775,8025
51,2016-04-21,211.21,211.33,209.73,210.06,2557300,210.4795,12451
52,2016-04-22,209.64,210.35,209.0,210.03,2792200,209.65,13106
53,2016-04-25,209.37,209.69,208.61,209.66,2453800,209.1795,11344
54,2016-04-26,210.13,210.6,209.45,210.01,1978800,209.9165,9384
55,2016-04-27,209.51,210.9,209.14,210.4,2361900,209.99,12708
56,2016-04-28,209.55,210.85,208.03,208.58,2673000,209.7,12513
57,2016-04-29,207.81,208.19,206.1,207.46,3401600,206.988,14801
58,2016-05-02,208.01,209.26,207.48,209.08,2753300,208.4335,14943
59,2016-05-03,207.55,207.86,206.35,207.25,3040000,207.121,13964
60,2016-05-04,206.05,206.89,205.48,206.07,2286700,206.056,10266
61,2016-05-05,206.59,207.01,205.51,206.01,2028700,206.2105,9524
62,2016-05-06,205.13,206.81,204.94,206.81,2131400,205.9135,9645
63,2016-05-09,206.61,207.43,206.43,207.01,2480600,206.952,13112
64,2016-05-10,207.79,209.54,207.72,209.52,2410700,208.8225,12371
65,2016-05-11,208.98,209.4,207.57,207.57,2498600,208.374,15067
66,2016-05-12,208.36,208.55,206.44,207.67,2940600,207.43,15392
67,2016-05-13,207.27,207.91,205.44,205.75,4292800,206.7525,20828
68,2016-05-16,206.0,208.41,205.95,207.83,2417600,207.535,13254
69,2016-05-17,207.53,207.87,205.28,206.0,3045900,206.3655,19246
70,2016-05-18,205.48,207.35,204.69,206.02,3753500,206.0665,20484
71,2016-05-19,205.08,205.58,203.8,205.29,3577300,204.666,18994
72,2016-05-20,205.99,207.16,205.9,206.54,2454400,206.629,12763
73,2016-05-23,206.56,206.9,206.04,206.26,1378500,206.464,7052
74,2016-05-24,207.25,209.32,207.2,208.94,2356100,208.6875,13506
75,2016-05-25,209.75,210.85,209.71,210.35,2222700,210.464,11624
76,2016-05-26,210.55,210.81,210.05,210.43,1864300,210.439,10344
77,2016-05-27,210.61,211.31,210.56,211.3,1530500,210.979,9616
78,2016-05-31,211.66,211.8,210.27,210.97,2775400,211.051,16513
79,2016-06-01,210.25,211.58,209.99,211.37,2658200,210.9965,13302
80,2016-06-02,210.91,212.06,210.33,212.06,2782500,211.2725,16752
81,2016-06-03,211.34,211.8,209.98,211.35,2654500,211.0165,16219
82,2016-06-06,211.82,212.88,211.62,212.52,2342900,212.354,13385
83,2016-06-07,212.66,213.46,212.62,212.77,1975100,213.0905,12514
84,2016-06-08,212.97,213.64,212.81,213.45,1483800,213.3175,7490
85,2016-06-09,212.62,213.35,212.32,213.2,1717200,212.7755,9255
86,2016-06-10,211.58,211.97,210.54,211.19,3061900,211.198,15133
87,2016-06-13,210.47,211.48,209.44,209.52,3429500,210.387,17199
88,2016-06-14,209.12,209.83,208.0,209.14,4163900,208.896,21071
89,2016-06-15,209.62,210.44,208.6,208.77,3261400,209.632,13879
90,2016-06-16,207.81,209.66,206.65,209.45,3469100,208.1915,16961
91,2016-06-17,209.32,209.38,207.9,208.66,2872500,208.72,15801
92,2016-06-20,210.98,211.79,209.91,210.04,3449600,210.841,18936
93,2016-06-21,209.47,210.07,208.96,209.62,1971100,209.5585,11616
94,2016-06-22,209.82,210.69,209.11,209.27,2842600,209.7575,16356
95,2016-06-23,211.02,212.02,210.46,212.0,2341000,211.159,12239
96,2016-06-24,204.87,208.06,203.88,204.49,13754600,205.6655,95598
97,2016-06-27,202.72,202.77,199.79,200.63,7471600,200.96,41377
98,2016-06-28,202.62,204.38,202.26,204.38,6684100,203.0835,31070
99,2016-06-29,206.01,208.1,205.89,207.8,6318600,207.196,32699
100,2016-06-30,208.41,210.72,207.74,210.5,4464300,209.4595,22930
101,2016-07-01,210.57,211.7,210.54,211.13,4299300,211.1815,22924
102,2016-07-05,210.14,210.27,208.9,209.64,5336300,209.495,27992
103,2016-07-06,209.02,210.99,208.25,210.84,5526000,209.9325,25320
104,2016-07-07,211.07,211.84,209.84,210.66,2726600,210.7975,14166
105,2016-07-08,212.24,214.15,212.0,213.86,2909700,213.373,14482
106,2016-07-11,214.41,215.28,214.17,214.67,2850700,214.9015,12955
107,2016-07-12,215.77,216.53,215.49,216.18,3982800,216.1865,22908
108,2016-07-13,216.67,216.7,215.59,216.16,3594900,216.16,20205
109,2016-07-14,217.63,217.91,216.9,217.35,4602600,217.4725,25550
110,2016-07-15,218.02,218.05,216.54,217.03,3148600,217.173,16323
111,2016-07-18,217.18,217.86,216.9,217.63,3705100,217.6045,18047
112,2016-07-19,217.18,217.46,216.88,217.39,1272700,217.1635,6887
113,2016-07-20,217.98,218.6,217.47,218.31,1625000,218.306,8235
114,2016-07-21,218.19,218.47,216.99,217.52,1612400,217.666,9979
115,2016-07-22,217.65,218.56,217.35,218.47,3241500,218.238,18193
116,2016-07-25,218.24,218.31,217.22,217.91,1561000,217.6465,8407
117,2016-07-26,217.82,218.42,217.0,218.0,2748800,217.7035,17886
118,2016-07-27,218.42,218.51,216.88,217.78,3688400,217.744,20939
119,2016-07-28,217.52,218.37,217.0,218.04,1677200,217.7285,9007
120,2016-07-29,217.71,218.79,217.38,218.37,2357700,218.376,11824
121,2016-08-01,218.47,218.9,217.65,218.12,2617900,218.1055,16376
122,2016-08-02,217.91,218.07,215.81,216.83,4295100,216.6475,24474
123,2016-08-03,216.73,217.48,216.39,217.47,2202100,217.0485,12209
124,2016-08-04,217.54,218.02,217.07,217.67,1892700,217.5865,8124
125,2016-08-05,218.51,219.48,218.33,219.4,3167500,219.2305,12644
126,2016-08-08,219.66,219.78,219.0,219.28,1404900,219.319,6926
127,2016-08-09,219.42,220.01,219.05,219.42,1375600,219.5415,6619
128,2016-08-10,219.58,219.67,218.47,218.88,2523500,218.9105,13619
129,2016-08-11,219.54,220.2,219.21,219.89,1558300,219.8965,5771
130,2016-08-12,219.56,219.97,219.26,219.71,1426000,219.613,6168
131,2016-08-15,220.15,220.76,220.15,220.37,1191200,220.5615,5763
132,2016-08-16,219.86,219.93,219.23,219.25,2351600,219.61,12238
133,2016-08-17,219.27,219.79,218.28,219.65,2599400,218.9895,13285
134,2016-08-18,219.61,220.16,219.48,220.16,1684700,219.8705,9282
135,2016-08-19,219.59,220.01,219.0,219.82,1463000,219.6695,7855
136,2016-08-22,219.54,220.06,219.09,219.75,984200,219.585,5407
137,2016-08-23,220.52,220.88,220.17,220.21,1477200,220.526,8037
138,2016-08-24,220.06,220.17,218.64,219.17,1334500,219.5425,7062
139,2016-08-25,218.66,219.45,218.48,218.95,4703000,218.9285,17501
140,2016-08-26,219.16,220.39,217.5,218.56,4060300,218.765,21274
141,2016-08-29,218.71,219.91,218.64,219.6,1431900,219.5485,7723
142,2016-08-30,219.53,219.83,218.61,219.26,1376100,219.124,6792
143,2016-08-31,218.89,219.01,217.73,218.65,2061600,218.4335,11123
144,2016-09-01,218.64,218.99,217.28,218.67,3035100,218.2175,13105
145,2016-09-02,219.7,220.14,218.98,219.63,1738200,219.607,9631
146,2016-09-06,219.95,220.37,219.12,220.37,2317200,219.861,11710
147,2016-09-07,220.11,220.48,219.58,220.33,2570500,220.062,12146
148,2016-09-08,219.89,220.22,219.43,219.81,2737500,219.7955,10878
149,2016-09-09,218.21,218.28,214.48,214.54,6659400,216.44,30060
150,2016-09-12,213.59,218.06,213.54,217.63,4768800,216.0195,23143
151,2016-09-13,216.07,216.37,213.75,214.47,6087200,214.8855,21931
152,2016-09-14,214.53,215.93,213.71,214.35,3888600,214.6675,19608
153,2016-09-15,214.14,216.97,213.96,216.52,2882100,215.801,15050
154,2016-09-16,215.78,216.0,214.87,215.62,4390800,215.4115,20934
155,2016-09-19,216.46,217.21,215.34,215.73,1905500,216.32,10470
156,2016-09-20,216.71,216.91,215.69,215.75,1820900,216.24,9541
157,2016-09-21,216.55,218.36,215.76,218.16,3847900,216.8375,23338
158,2016-09-22,219.36,219.88,219.06,219.5,3516300,219.5485,20163
159,2016-09-23,219.06,219.21,218.23,218.35,2176800,218.761,11391
160,2016-09-26,216.25,216.46,215.24,215.45,2742200,215.726,16943
161,2016-09-27,215.26,216.9,214.84,216.76,2946100,216.2385,17793
162,2016-09-28,217.07,218.03,215.95,217.9,1865100,217.0895,11286
163,2016-09-29,217.64,218.1,215.28,215.94,3655700,216.691,23255
164,2016-09-30,216.88,218.35,216.6,217.56,3469800,217.65,18427
165,2016-10-03,217.05,217.27,216.26,216.89,4374900,216.7755,17557
166,2016-10-04,217.16,217.4,215.23,215.94,3094100,216.255,17839
167,2016-10-05,216.61,217.35,216.56,216.89,2599900,217.011,13597
168,2016-10-06,216.6,217.26,215.96,217.1,2226600,216.7585,8806
169,2016-10-07,217.33,217.58,215.4,216.25,6435200,216.813,35888
170,2016-10-10,217.37,217.93,217.22,217.34,1935800,217.603,10802
171,2016-10-11,216.88,216.95,213.79,214.66,3705900,214.952,19636
172,2016-10-12,214.81,215.53,214.22,214.93,2337100,214.9385,12456
173,2016-10-13,213.35,214.81,212.41,214.27,3801200,213.712,19765
174,2016-10-14,215.39,215.91,214.25,214.29,2710600,214.997,16905
175,2016-10-17,214.29,214.6,213.39,213.58,2595100,213.868,14967
176,2016-10-18,215.46,215.5,214.49,214.9,1449600,215.089,7499
177,2016-10-19,215.23,215.85,214.82,215.43,1530500,215.458,9570
178,2016-10-20,215.1,215.75,214.33,215.06,2039700,215.1385,10286
179,2016-10-21,214.19,215.3,213.99,215.16,1935300,214.8065,9732
180,2016-10-24,216.2,216.53,215.7,216.11,2092800,216.104,8392
181,2016-10-25,215.91,216.2,215.21,215.42,1966100,215.5465,8532
182,2016-10-26,214.42,215.64,214.16,214.97,2236800,214.974,12303
183,2016-10-27,215.81,215.83,214.3,214.38,2643300,214.8985,11254
184,2016-10-28,214.33,215.14,212.93,213.75,3631600,214.0575,20301
185,2016-10-31,214.14,214.39,213.57,213.69,2386700,213.8925,13839
186,2016-11-01,214.13,214.18,210.79,212.23,6055500,212.367,28467
187,2016-11-02,211.85,212.29,210.41,210.9,3196400,211.3385,16443
188,2016-11-03,211.17,211.41,209.64,210.02,2540700,210.5975,13201
189,2016-11-04,210.09,211.07,209.57,209.67,3337300,210.4385,15264
190,2016-11-07,212.65,214.39,212.49,214.32,7080500,213.7175,34789
191,2016-11-08,213.92,216.0,213.6,215.31,5982500,214.9895,37242
192,2016-11-09,213.59,218.34,213.47,217.69,7840400,216.0845,45557
193,2016-11-10,218.58,219.55,216.45,218.12,6806500,217.9645,36764
194,2016-11-11,217.32,217.92,216.55,217.73,5463300,217.3825,34199
195,2016-11-14,218.24,218.5,216.94,217.79,3286100,217.7525,16708
196,2016-11-15,218.28,219.52,218.02,219.52,4748800,218.6795,27625
197,2016-11-16,218.79,219.38,218.67,219.24,3765600,219.074,20711
198,2016-11-17,219.28,220.31,219.17,220.23,4822300,219.868,22196
199,2016-11-18,220.31,220.52,219.53,219.79,2797600,219.8685,15062
200,2016-11-21,220.42,221.44,220.26,221.39,2947800,221.0155,15768
201,2016-11-22,221.79,222.05,220.99,221.76,2757400,221.54,12279
202,2016-11-23,221.25,222.03,221.01,222.0,3263900,221.498,16670
203,2016-11-25,222.36,222.82,222.29,222.81,1732900,222.567,9758
204,2016-11-28,222.44,222.75,221.63,221.83,3754900,222.209,21435
205,2016-11-29,221.8,222.72,221.43,222.19,3332900,222.2525,21028
206,2016-11-30,222.91,223.1,221.53,221.53,5291700,222.325,23756
207,2016-12-01,221.97,221.98,220.42,220.73,2792100,221.114,15225
208,2016-12-02,220.93,221.5,220.52,220.91,2874300,220.9325,16785
209,2016-12-05,221.94,222.67,221.69,222.19,2221700,222.18,13229
210,2016-12-06,222.5,223.02,221.93,222.99,2809600,222.5435,12071
211,2016-12-07,222.83,225.97,222.66,225.87,3198200,224.252,17510
212,2016-12-08,225.87,227.01,225.56,226.41,3679700,226.292,19758
213,2016-12-09,226.74,227.85,226.69,227.85,4169000,227.268,22894
214,2016-12-12,227.73,228.29,227.09,227.57,4077600,227.536,21108
215,2016-12-13,228.38,229.69,228.34,229.05,5236500,229.05,25191
216,2016-12-14,228.74,229.59,226.69,227.32,7421800,228.1375,39429
217,2016-12-15,227.5,229.16,227.34,228.08,4519200,228.385,23609
218,2016-12-16,228.67,228.74,227.33,227.73,4377500,227.906,25719
219,2016-12-19,227.91,228.68,227.76,228.15,3581300,228.2645,14020
220,2016-12-20,228.82,229.24,228.54,229.05,3018200,228.8905,16099
221,2016-12-21,227.67,227.83,227.14,227.18,2390900,227.4555,12430
222,2016-12-22,226.97,227.1,226.29,226.85,1991800,226.682,12209
223,2016-12-23,226.82,227.08,226.58,227.0,2377500,226.8275,9798
224,2016-12-27,227.35,228.1,227.35,227.64,2254100,227.792,12712
225,2016-12-28,227.92,227.95,225.64,225.77,3318000,226.411,16706
226,2016-12-29,225.85,226.25,225.21,225.75,2500700,225.73,12934
227,2016-12-30,226.11,226.2,224.09,224.99,4674500,224.881,27029
228,2017-01-03,226.4,227.2,225.24,226.58,5790400,226.1065,23490
229,2017-01-04,226.96,228.11,226.95,227.95,3677200,227.6455,16786
230,2017-01-05,227.63,227.96,226.85,227.74,2548600,227.479,12752
231,2017-01-06,227.91,229.13,227.28,228.64,2620400,228.391,10142
232,2017-01-09,228.27,228.47,227.81,227.9,2129600,228.1015,10700
233,2017-01-10,227.83,228.83,227.38,227.8,2285800,228.1515,12148
234,2017-01-11,227.75,228.43,226.96,228.41,3201300,227.8205,17562
235,2017-01-12,227.9,228.14,226.32,227.97,3262700,227.4325,17635
236,2017-01-13,228.13,228.79,228.07,228.39,4190700,228.4035,16372
237,2017-01-17,227.71,228.17,227.19,227.64,2943100,227.71,14394
238,2017-01-18,227.91,228.17,227.29,228.08,2600300,227.7875,11602
239,2017-01-19,228.21,228.4,226.79,227.35,2267100,227.514,13119
240,2017-01-20,228.08,228.69,227.44,228.1,2272100,228.005,11685
241,2017-01-23,227.74,228.18,226.66,227.57,2917500,227.334,18084
242,2017-01-24,227.78,229.47,227.65,228.96,2022200,228.6765,10030
243,2017-01-25,230.08,230.97,229.89,230.82,2150700,230.5715,10119
244,2017-01-26,230.78,231.1,230.4,230.75,2968700,230.724,11050
245,2017-01-27,230.8,230.97,230.17,230.4,1951700,230.3885,8240
246,2017-01-30,229.55,229.6,227.79,229.03,3140400,228.586,15171
247,2017-01-31,228.33,228.97,227.72,228.93,3042400,228.371,14400
248,2017-02-01,229.65,229.97,228.33,229.05,4397200,229.054,18178
249,2017-02-02,228.61,229.48,228.22,229.13,2496700,228.8675,15061
250,2017-02-03,230.2,230.93,229.85,230.79,1595700,230.61,7708
251,2017-02-06,230.26,230.73,229.95,230.38,1450600,230.3,7239
252,2017-02-07,230.77,231.06,230.11,230.37,2018200,230.5215,10186
253,2017-02-08,230.0,230.79,229.72,230.65,1715500,230.3295,7205
254,2017-02-09,230.96,232.36,230.93,232.0,2800300,231.881,14778
255,2017-02-10,232.41,233.19,232.3,232.91,2328000,232.818,12174
256,2017-02-13,233.55,234.51,233.5,234.2,2144900,234.0695,11779
257,2017-02-14,234.02,235.15,233.59,235.14,2445500,234.4205,11702
258,2017-02-15,234.91,236.6,234.85,236.34,3453500,235.5835,15377
259,2017-02-16,236.42,236.6,235.33,236.22,3081900,235.96,16981
260,2017-02-17,235.39,236.51,235.39,236.49,1908600,235.885,9611
261,2017-02-21,237.0,238.15,236.99,237.92,2165600,237.709,10388
262,2017-02-22,237.48,238.02,237.3,237.78,2684700,237.71,11032
263,2017-02-23,238.38,238.38,237.02,237.97,1922000,237.8165,10955
264,2017-02-24,236.91,238.26,236.88,238.26,2123000,237.5015,11861
265,2017-02-27,238.11,238.78,237.82,238.63,1866800,238.3985,9592
266,2017-02-28,238.14,238.42,237.5,238.03,2020300,238.051,11164
267,2017-03-01,239.86,241.81,239.85,241.22,4180400,241.1095,24096
268,2017-03-02,241.07,241.08,239.7,239.83,2453500,240.381,12787
269,2017-03-03,239.66,240.11,239.22,239.97,2801300,239.691,13182
270,2017-03-06,238.99,239.6,238.5,239.27,2850800,239.0985,16418
271,2017-03-07,238.84,239.25,238.26,238.57,2252200,238.7455,8490
272,2017-03-08,238.83,239.09,237.87,238.09,2658100,238.582,15969
273,2017-03-09,238.21,238.71,237.22,238.32,2227800,238.151,11004
274,2017-03-10,239.44,239.52,238.06,239.15,2325700,238.904,13462
275,2017-03-13,239.11,239.34,238.73,239.29,1735000,239.042,9909
276,2017-03-14,238.66,238.73,237.66,238.44,2444600,238.214,12609
277,2017-03-15,239.05,240.93,238.78,240.39,3513000,239.8005,17236
278,2017-03-16,240.61,240.7,239.6,240.08,2986600,240.078,16434
279,2017-03-17,240.37,240.49,239.58,239.59,2319500,240.0645,11609
280,2017-03-20,239.56,239.87,238.84,239.28,1961600,239.4355,10696
281,2017-03-21,240.02,240.12,236.07,236.26,4414000,237.27,25520
282,2017-03-22,236.27,237.1,235.56,236.78,3264300,236.396,16113
283,2017-03-23,236.51,237.84,236.1,236.52,5374600,237.08,31514
284,2017-03-24,235.84,236.5,234.43,235.39,3675100,235.762,16616
285,2017-03-27,233.4,235.38,233.1,235.05,2860700,234.4315,14429
286,2017-03-28,234.73,237.28,234.62,236.78,2659500,236.206,15445
287,2017-03-29,236.48,237.29,236.2,237.13,2877600,236.953,12542
288,2017-03-30,236.97,238.01,236.76,237.73,2281200,237.597,11817
289,2017-03-31,237.37,238.0,237.17,237.27,3380500,237.63,18426
290,2017-04-03,237.32,237.52,235.39,236.87,4704300,236.5075,27279
291,2017-04-04,236.47,237.06,236.04,236.98,2538100,236.7035,14555
292,2017-04-05,237.75,238.87,236.05,236.28,5327900,237.815,26982
293,2017-04-06,236.46,237.5,235.92,236.9,2066600,236.8015,9919
294,2017-04-07,236.62,237.49,236.12,236.68,2061400,236.878,10339
295,2017-04-10,236.86,237.73,236.23,236.85,1709300,237.0615,7926
296,2017-04-11,236.37,236.65,234.81,236.55,2430300,235.8355,13966
297,2017-04-12,236.23,236.42,235.25,235.59,3021400,235.7265,17599
298,2017-04-13,235.09,235.95,234.03,234.03,2712700,234.9625,13091
299,2017-04-17,234.58,236.06,234.36,236.06,2431200,235.312,8697
300,2017-04-18,235.19,235.96,234.56,235.35,2400300,235.303,10484
301,2017-04-19,236.02,236.44,234.65,234.94,2084600,235.551,10378
302,2017-04-20,235.65,237.33,235.26,236.73,4093500,236.5855,17612
303,2017-04-21,236.75,236.78,235.61,236.13,2598300,236.244,13628
304,2017-04-24,238.71,238.92,238.12,238.64,5010700,238.54,25011
305,2017-04-25,239.41,240.47,239.31,240.05,3228500,240.0755,16294
306,2017-04-26,240.05,241.05,239.86,239.95,2908700,240.4885,14675
307,2017-04-27,240.29,240.46,239.48,240.09,2983100,240.0615,14395
308,2017-04-28,240.45,240.45,239.45,239.56,1913100,239.8015,9457
309,2017-05-01,240.19,240.68,239.7,240.22,1752700,240.2585,8282
310,2017-05-02,240.39,240.49,239.82,240.31,2397500,240.1545,13423
311,2017-05-03,239.81,240.26,239.22,240.07,4315400,239.826,25228
312,2017-05-04,240.37,240.44,239.28,240.23,3505900,240.028,20186
313,2017-05-05,240.7,241.26,240.2,241.26,1997600,240.6665,10335
314,2017-05-08,241.31,241.45,240.69,241.17,1866000,241.0865,10118
315,2017-05-09,241.48,241.7,240.55,240.99,2542100,241.2115,13976
