Date,DJ_a,DJ_b,URTH_a,URTH_b,QQQ_a,QQQ_b,High,Low,Close,Vol,IVV_a,IVV_b,next_high,next_low,isHigh,isLow
2020-02-20,0.13758829404032266,292.0519573594113,0.05487113843631044,100.76339965700487,0.42679685627690345,228.31528454756398,337.32000732421875,298.7099914550781,338.489990234375,0.013991435810651046,0.3987406053033887,333.7102411436443,341.87489013671876,335.10509033203124,0,1
2020-02-21,0.11326022332954568,292.2770772475482,0.06371521604530897,100.7776639735619,0.4285783763662933,228.70961559608196,327.2799987792969,286.7099914550781,335.010009765625,0.01775396123662834,0.36430274732921336,334.2053135262651,338.36010986328125,331.65990966796875,0,1
2020-02-24,0.10334142016205891,292.33562480613824,0.0688571705045442,100.80099167197845,0.394479968354654,229.20446437473353,326.05999755859375,286.7099914550781,323.8299865722656,0.03823007494369892,0.3335500585184753,334.5940647002808,327.06828643798826,320.591686706543,0,1
2020-02-25,-0.0488089043374337,292.8694348488231,0.02326826697898671,100.97769788795766,0.22494671080218057,230.09842267233267,319.5,286.7099914550781,314.1199951171875,0.04492709551294354,0.18281117963221669,335.3949190442013,317.26119506835937,310.97879516601563,1,1
2020-02-26,-0.36898831765262924,293.8277753268508,-0.030571749307053118,101.16778039490113,-0.05650935791121394,231.2413235151307,315.1499938964844,286.7099914550781,312.9100036621094,0.04406203200008575,-0.12566492007561564,336.60755522420214,316.03910369873046,309.7809036254883,0,1
2020-02-27,-0.7367922530647025,294.77509161350224,-0.13153299893513581,101.4624746985723,-0.3529051421514332,232.24492332954068,315.1499938964844,286.7099914550781,298.7099914550781,0.05583218109401823,-0.4948026401156478,337.78534745999036,301.69709136962894,295.7228915405273,1,1
2020-02-28,-1.205242002998199,295.72580628279786,-0.3892390864979904,102.13100341404427,-0.7271473474595985,233.2563541346287,315.1499938964844,291.4200134277344,295.9100036621094,0.05455914470395756,-0.9307622754157948,338.88055873676376,298.8691036987305,292.95090362548825,1,1
2020-03-02,-1.8402791190827008,296.8042132770557,-0.6676494785088951,102.73483124169866,-1.1769149673290658,234.2337211598947,315.1499938964844,274.57998657226557,310.3999938964844,0.08162552321503279,-1.525432655890623,340.08017362148604,313.5039938354492,307.29599395751956,1,1
2020-03-03,-2.314356212493944,297.0339983532913,-0.8753559403980259,102.97821169837204,-1.5206594875833965,234.61198004191763,314.75,274.57998657226557,301.5,0.08362623437377306,-1.9975299984072927,340.54794061612546,304.515,298.485,1,1
2020-03-04,-2.6288188482034864,296.4219499811071,-0.995534498678342,102.80592899911912,-1.7485810965270054,234.35155142371406,309.80999755859375,271.989990234375,314.75,0.09918794206108777,-2.33677045804899,340.27391265166244,317.8975,311.6025,0,1
2020-03-05,-2.706197156595389,294.7155966787162,-1.0220085909395764,102.19963716109754,-1.8004510362302732,233.23757161540775,300.0400085449219,248.55999755859372,303.760009765625,0.10284217424206957,-2.4662483611881942,339.0040507081237,306.79760986328125,300.72240966796875,0,1
2020-03-06,-2.5685273810719913,291.99987099735296,-0.9615629307642872,101.19844216057245,-1.6857631174746792,231.30330619245112,289.739990234375,248.55999755859372,298.70001220703125,0.10301085450719435,-2.3974511654469617,336.77946050259163,301.68701232910155,295.71301208496095,0,1
2020-03-09,-2.247054701194465,288.4004012870751,-0.8219526542762432,99.82815690947582,-1.4554619486777551,228.7964437547449,289.739990234375,235.0,274.79998779296875,0.12460488186872798,-2.1732833992223535,333.7423379354375,277.54798767089846,272.05198791503904,1,1
2020-03-10,-1.9299694411535064,284.79328490664335,-0.6667028035185582,98.4255063417757,-1.2685397608643851,226.5079996129764,283.0299987792969,235.0,289.54998779296875,0.14068314888026198,-1.9687985728838604,330.6275354623142,292.44548767089844,286.65448791503906,0,1
2020-03-11,-1.6541844536048127,281.5586750848241,-0.46013136707694396,96.7800281525601,-1.1042690222434137,224.44571841005316,272.07000732421875,228.77999877929688,275.47000122070307,0.14652254245517785,-1.8006601605547365,327.7481852143574,278.2247012329101,272.71530120849604,0,1
2020-03-12,-1.358716450226319,278.2984953954156,-0.2543994460837297,95.20699459551813,-0.9254712899654036,222.3579774142229,272.07000732421875,228.77999877929688,248.9600067138672,0.16901281264102394,-1.6247618963714108,324.90286514819866,251.44960678100585,246.47040664672852,1,1
2020-03-13,-1.366508204147475,276.30919695284217,-0.31753529714685996,94.93513771818772,-0.9140295286349445,221.06605044327603,257.82000732421875,228.77999877929688,271.54998779296875,0.19928947534075994,-1.702597339315973,322.9761389910972,274.26548767089844,268.83448791503906,0,1
2020-03-16,-1.6687459327569203,275.97798181296577,-0.4608672256389892,95.09364313649654,-1.0624914316164595,220.6698464756907,257.0,220.27999877929688,240.1199951171875,0.21791287093314737,-2.086125389888298,322.58745004961884,242.5211950683594,237.7187951660156,1,1
2020-03-17,-2.0182775059984905,275.6492646833102,-0.6053095636704097,95.2132788742137,-1.2248782704521655,220.2615839445347,248.25,220.27999877929688,255.38999938964844,0.23458704340957848,-2.5138777396500362,322.17049030624486,257.94389938354493,252.83609939575194,0,1
2020-03-18,-2.413415169493982,275.30099923811525,-0.7345574840388782,95.1943229152535,-1.3961920003150596,219.81495164082824,257.20001220703125,220.27999877929688,241.1699981689453,0.22760807966325647,-2.907617351034684,321.4429234537705,243.58169815063476,238.75829818725586,1,1
2020-03-19,-2.7391272309504613,274.34440765783995,-0.8256069188261671,94.94179710485325,-1.519497509630375,219.00771035588255,263.6300048828125,220.27999877929688,242.05999755859372,0.22927510497275153,-3.2337919486250932,320.05876933106254,244.48059753417965,239.6393975830078,1,1
2020-03-20,-2.9567338427683585,272.6744729115214,-0.8689812867364518,94.42142501602945,-1.5768880071920477,217.80257126438062,263.6300048828125,220.27999877929688,231.16000366210938,0.23030396835019523,-3.3998262100011365,317.738352061496,233.47160369873046,228.8484036254883,1,1
2020-03-23,-3.044522774163907,270.26772290793275,-0.8634586110009885,93.64426010529228,-1.5816669321175856,216.29909459869026,263.6300048828125,235.97000122070312,224.6499938964844,0.22137776816676147,-3.3804864663096517,314.521188676618,226.89649383544926,222.40349395751954,1,0
2020-03-24,-3.131500192210977,267.7561164235067,-0.914570571436719,92.94070520821028,-1.5979867232984002,214.86544493080612,264.10000610351557,240.4900054931641,245.8800048828125,0.23784973235366255,-3.321277641586548,311.1921543156442,248.33880493164062,243.42120483398438,1,1
2020-03-25,-3.0666582089110905,264.526625038708,-0.9156865498573176,91.97325149486862,-1.530679761724096,213.08519219515517,264.10000610351557,244.6199951171875,247.47000122070312,0.2356919009192029,-3.1048672805278836,307.2297981975031,249.94470123291015,244.9953012084961,1,1
2020-03-26,-2.8268014156014254,260.5075318643849,-0.8423849872319181,90.66794870359011,-1.3774644137161138,210.96614588254081,264.10000610351557,244.6199951171875,262.3699951171875,0.22123122941782386,-2.6948863354776518,302.4603598082781,264.9936950683594,259.7462951660156,0,1
2020-03-27,-2.60208510031319,256.9751602321347,-0.8169966160905476,89.79884973239217,-1.2281082495398177,209.0794671397912,264.10000610351557,244.6199951171875,254.2400054931641,0.20368141574725085,-2.3365562604590147,298.3731458671907,256.7824055480957,251.69760543823244,1,1
2020-03-30,-2.277963418126156,253.20003475963122,-0.7670789955863381,88.8822493929364,-1.0510555515934124,207.2025326280569,267.8099975585937,244.6199951171875,262.3599853515625,0.15931905264581453,-1.9689969726033796,294.5793003391239,264.9835852050781,259.7363854980469,1,1
2020-03-31,-1.9073217352557366,249.505670359217,-0.6894705233055145,87.90179433113627,-0.856890847611685,205.3932839097515,276.0,244.6199951171875,258.39999389648443,0.14924033530363667,-1.6146269250490692,291.173876722975,260.98399383544927,255.8159939575196,1,1
2020-04-01,-1.5442943174097226,246.16219935344384,-0.5950089979578123,86.91194810465467,-0.6670635662396946,203.7531831869506,276.25,245.44000244140625,246.8000030517578,0.1446581473666421,-1.2590401372728437,288.01343194373544,249.26800308227538,244.33200302124024,1,0
2020-04-02,-1.2180559974342695,243.24378509335057,-0.48663573460707565,85.89831199837447,-0.5038963605833721,202.36878583277107,282.07000732421875,246.0,252.58999633789062,0.14617145765780326,-1.02463755551792,285.69185069178235,255.11589630126954,250.0640963745117,1,1
2020-04-03,-0.9288181510822748,240.71911912109553,-0.35960309223413567,84.84295514139718,-0.36596393130623656,201.21283981478672,282.07000732421875,257.54000854492193,249.0200042724609,0.1371803140718171,-0.8423782750415237,283.83153744111814,251.51020431518552,246.5298042297363,1,0
2020-04-06,-0.6746190897997135,238.55334975277577,-0.231696069222396,83.79206768234637,-0.2658337320532754,200.3427710780526,285.79998779296875,265.70001220703125,265.79998779296875,0.14180481654527283,-0.6805116383966687,282.2127571127208,268.45798767089843,263.14198791503907,1,0
2020-04-07,-0.5332881376682732,237.20630807695383,-0.19890007827869083,83.38171962724932,-0.22019740522420667,199.86297468694872,285.79998779296875,266.39999389648443,265.91000366210943,0.11623563317101679,-0.5872014968486149,281.11887516441595,268.56910369873054,263.2509036254883,1,0
2020-04-08,-0.4331931707593672,236.22040217994928,-0.18371707496590106,83.1233103627506,-0.18449495785372533,199.4939552720951,285.79998779296875,272.29000854492193,275.0,0.1190173733499062,-0.5121841111365988,280.22582441028,277.75,272.25,1,0
2020-04-09,-0.3690601484298023,235.5458492520665,-0.17058982569396977,82.91144554031145,-0.15631645177629536,199.21108879577136,288.2200012207031,272.29000854492193,279.1199951171875,0.10688050107763736,-0.441516453618113,279.4519640855902,281.9111950683594,276.3287951660156,1,1
2020-04-13,-0.3028276620757156,234.94935343574846,-0.1472731702027299,82.6734462717938,-0.12461811590772805,198.94613510218068,288.2200012207031,276.3099975585937,276.44000244140625,0.10036349311930105,-0.3700019049460443,278.7693814993637,279.2044024658203,273.6756024169922,1,0
2020-04-14,-0.23783842330628144,234.4178324128698,-0.12141153557652686,82.44500912084939,-0.09215825615309352,198.70685866417745,288.2200012207031,272.92001342773443,284.8299865722656,0.09998126152934676,-0.2921901465049384,278.11353328510137,287.6782864379883,281.981686706543,1,1
2020-04-15,-0.16194425806360993,233.87904548277422,-0.0880602644490534,82.20044718730738,-0.04621270714758493,198.4427364412483,288.2200012207031,272.92001342773443,278.57000732421875,0.10203236709391987,-0.19983245296212587,277.4484643207534,281.35570739746095,275.78430725097655,1,1
2020-04-16,-0.0837390315836868,233.3675558818847,-0.051593732640910064,81.95474153141895,0.004604024903421144,198.18583801215993,288.2200012207031,272.92001342773443,280.04998779296875,0.08336991318216636,-0.10401130903323083,276.8127734950255,282.8504876708984,277.2494879150391,1,1
2020-04-17,-0.02400418587925463,233.00010055689086,-0.02043984011856001,81.75762959906095,0.054789956838647486,197.98197033737313,287.2099914550781,272.92001342773443,287.5799865722656,0.08390538645810312,-0.044461542562197406,276.4385036658134,290.4557864379883,284.70418670654294,0,1
2020-04-20,0.020076775483168132,232.76485411177438,0.012530862555509736,81.5740598676974,0.10163975329740933,197.84219440587637,289.20001220703125,272.92001342773443,282.4599914550781,0.08532016826641073,0.0062774397339725625,276.1642245253045,285.2845913696289,279.63539154052734,1,1
2020-04-21,0.046114316787659024,232.65962614910845,0.02224498984289698,81.54030148120786,0.1339025616549522,197.80386083881095,292.3599853515625,277.79998779296875,273.8599853515625,0.07267597471557036,0.04134456018818762,276.00700789244456,276.5985852050781,271.1213854980469,1,0
2020-04-22,0.052747466301406636,232.66291208877385,0.024656775594584186,81.54845120065819,0.15603954329016936,197.83211432070757,295.8399963378906,279.3900146484375,280.0599975585937,0.07509296178533259,0.05752437788812931,275.9593549825662,282.86059753417965,277.25939758300774,1,0
2020-04-23,0.05055042182142312,232.71612926410154,0.02436401424716811,81.56988728897564,0.16942714817468396,197.91055446780274,295.8399963378906,279.3900146484375,279.98001098632807,0.06816551506169388,0.06159377879522687,275.98804806319555,282.77981109619134,277.1802108764648,1,0
2020-04-24,0.044843136182914016,232.79050971852553,0.021849806063231846,81.60214720527182,0.1744489188693875,198.03830165529703,295.8399963378906,282.44000244140625,283.8999938964844,0.06796600448756257,0.06062441162218978,276.05028265238866,286.7389938354492,281.06099395751954,1,0
2020-04-27,0.04227442698710526,232.84231076244333,0.02171163153066118,81.62389930480397,0.1712288222704677,198.20841241478686,295.8399963378906,280.10000610351557,288.19000244140625,0.06786304987555222,0.06052231137278266,276.1065941593752,291.0719024658203,285.3081024169922,1,1
2020-04-28,0.03920328348331909,232.900419917102,0.022604862523357982,81.64681847289901,0.1599074381177922,198.4249213439769,295.8399963378906,280.10000610351557,286.6400146484375,0.06190735675085465,0.05890421352371401,276.1806754832689,289.50641479492185,283.77361450195315,1,1
2020-04-29,0.04105505768000851,232.93728092975587,0.023937337805028075,81.66423894565312,0.15133040268947506,198.62308841910726,293.17999267578125,280.10000610351557,294.1300048828125,0.0608218393356407,0.06511165660037967,276.2212650206862,297.0713049316406,291.1887048339844,0,1
2020-04-30,0.0467366995546494,232.9674971511753,0.024432472616181374,81.68864448086931,0.14456572070128956,198.82007983205986,290.70001220703125,280.10000610351557,291.1600036621094,0.06279022213124591,0.07604259137507782,276.2586160801346,294.0716036987305,288.24840362548827,0,1
2020-05-01,0.05278476076072672,233.00399930765525,0.02842594072322689,81.70734146543691,0.1442130453334168,198.98306605714205,293.8699951171875,280.10000610351557,283.5299987792969,0.06395108218145018,0.09361283705566475,276.2894125147793,286.3652987670898,280.6946987915039,1,1
2020-05-04,0.06094522527937615,233.0241564542333,0.035720272640906645,81.70815840574956,0.15031695625641153,199.10594984092268,294.989990234375,285.05999755859375,284.6300048828125,0.0613488197762278,0.11207187049565649,276.30827562877744,287.47630493164064,281.78370483398436,1,0
2020-05-05,0.06886949283728558,233.03918625144692,0.042378966885196045,81.71341428968596,0.15367699137032637,199.23675970093507,295.1700134277344,285.05999755859375,287.1400146484375,0.05044225872841874,0.12603748650999477,276.34383455221507,290.0114147949219,284.2686145019531,1,0
2020-05-06,0.07067703361093418,233.0888087632613,0.04968871393324564,81.72487792386582,0.15704651424496194,199.3691008069248,295.1700134277344,279.8699951171875,285.25,0.04740994704086265,0.13233226545228433,276.42618221913597,288.1025,282.3975,1,1
2020-05-07,0.06804456467780101,233.159470398398,0.054326881509177326,81.75269460687453,0.15874992888549103,199.51307083128376,295.1700134277344,275.0,288.6300048828125,0.04833614642938322,0.13098771018201652,276.54340337923736,291.5163049316406,285.7437048339844,1,1
2020-05-08,0.0633935723286053,233.23883142330462,0.054729729783170374,81.80121580059249,0.1609760854296228,199.65961017217398,295.1700134277344,275.0,293.4599914550781,0.04907748685067182,0.12436257799978835,276.68492081693006,296.3945913696289,290.5253915405273,0,1
2020-05-11,0.057429385940242016,233.32843821575096,0.056972090349571604,81.8467809422395,0.16075067424248923,199.8227301079993,297.70001220703125,275.0,293.45001220703125,0.04737293978186533,0.11351699457989041,276.850534802282,296.38451232910154,290.51551208496096,1,1
2020-05-12,0.05032446710807653,233.42206736676988,0.05987558790300623,81.88926531650569,0.16128864896855014,199.98795608508084,297.70001220703125,275.0,287.4700012207031,0.05213732408410099,0.10356973151397005,277.0166978737784,290.34470123291015,284.5953012084961,1,1
2020-05-13,0.04599166868534136,233.5020323087621,0.05767956438732128,81.95520600663026,0.16315662328746441,200.1523911415303,298.8699951171875,275.0,282.5400085449219,0.04618264611602065,0.09324805443670844,277.1795399335712,285.3654086303711,279.71460845947263,1,1
2020-05-14,0.043200556782574895,233.56131588024962,0.051506431189781335,82.03660929252156,0.17283169551376384,200.2871026043679,298.8699951171875,282.25,285.9200134277344,0.048150307703200126,0.08659547148188544,277.3125550500325,288.7792135620117,283.06081329345704,1,1
2020-05-15,0.04157130807057139,233.60511792262815,0.04645033236170049,82.10235439219181,0.1846107498535544,200.41334372794,298.8699951171875,292.9200134277344,287.1600036621094,0.03967874184289624,0.08849826341305068,277.38575392318774,290.03160369873046,284.2884036254883,1,0
2020-05-18,0.0393716083557048,233.64887233132836,0.03947714791082502,82.17226434275523,0.19765226771376185,200.54185022917648,303.20001220703125,292.9200134277344,296.0400085449219,0.0493420929214674,0.08975218943693267,277.46250580857003,299.0004086303711,293.07960845947264,1,1
2020-05-19,0.04061810259080075,233.68631943266863,0.0317725911562439,82.24444707276938,0.2071637702549846,200.69839153372976,304.6099853515625,294.2099914550781,292.989990234375,0.050937324785591355,0.0927538998906853,277.5428017379487,295.9198901367188,290.0600903320312,1,0
2020-05-20,0.04342348335702496,233.7204893649816,0.027278452227512563,82.29621643251893,0.21334111383383428,200.87375239529035,307.9100036621094,294.2099914550781,297.989990234375,0.05193622328606849,0.09816057121302901,277.61472865281934,300.96989013671873,295.01009033203127,1,1
2020-05-21,0.0461562477600029,233.75926246148907,0.024686069611430318,82.33967190714486,0.21733032351795303,201.06532105155583,307.9100036621094,294.2099914550781,295.80999755859375,0.05242270983919546,0.10134873191845711,277.7027663915978,298.7680975341797,292.8518975830078,1,0
2020-05-22,0.04915122589858719,233.79978513034135,0.0213151817224034,82.3872016277911,0.22135099372559172,201.2626953655056,307.9100036621094,297.9100036621094,296.4100036621094,0.05002651775903652,0.10236453844112901,277.803673366399,299.3741036987305,293.44590362548826,1,0
2020-05-26,0.052894829780790124,233.83443417342482,0.021384098341010398,82.41168766862491,0.2187139458655226,201.4886277604213,309.2300109863281,297.9100036621094,300.1700134277344,0.051316248862281734,0.10264033604771025,277.9066687294206,303.17171356201175,297.168313293457,1,0
2020-05-27,0.06141396194991593,233.85729258671032,0.023183060587621446,82.4236196103272,0.2133857001900706,201.7251111566263,314.32000732421875,300.5799865722656,304.54998779296875,0.045632786654515194,0.11310899360394988,277.97243047631264,307.5954876708984,301.5044879150391,1,1
2020-05-28,0.07784613496533138,233.85531859505178,0.02423098344801979,82.43838801630719,0.2112581898539254,201.954241370644,314.32000732421875,300.5799865722656,303.95001220703125,0.03913459287654671,0.12841496938009275,278.0302019401602,306.98951232910156,300.91051208496094,1,1
2020-05-29,0.09533892380874542,233.86704414350487,0.026099542801933218,82.45310712882267,0.21295882448210465,202.16262120043285,322.45001220703125,304.1000061035156,305.17999267578125,0.03889896227409869,0.1450657907254712,278.0962142434185,308.2317926025391,302.1281927490234,1,0
2020-06-01,0.11101018805214558,233.9037440809196,0.02601188034532096,82.47721201797279,0.21722342027017952,202.36748354578975,324.54998779296875,306.1700134277344,306.67999267578125,0.03886717527504937,0.1617382561353166,278.18095204541436,309.7467926025391,303.6131927490234,1,0
2020-06-02,0.11868214190133008,233.98173930642133,0.02461996231848149,82.50947823281933,0.21798748498975135,202.57961070399028,324.54998779296875,310.1700134277344,309.2300109863281,0.02873520388517466,0.17736313962052327,278.28623305858406,312.3223110961914,306.13771087646484,1,0
2020-06-03,0.12663185017785816,234.05891141966583,0.02352243643927585,82.5407609491021,0.21831985141303864,202.79081599211756,324.54998779296875,310.1700134277344,313.3900146484375,0.02475242971743319,0.18918991957576564,278.4052044163221,316.5239147949219,310.2561145019531,1,1
2020-06-04,0.1392113085120581,234.13184212147064,0.022156603638018087,82.57168390015697,0.21831449498819055,203.0073391085646,324.54998779296875,301.0799865722656,312.3399963378906,0.023762754652822723,0.20069780339684118,278.5350381886947,315.46339630126954,309.2165963745117,1,1
2020-06-05,0.15090521829083045,234.22042829841556,0.02154506981053817,82.59530636033544,0.21922908122488866,203.22061030069628,324.54998779296875,299.6199951171875,320.4800109863281,0.02780407602139211,0.2143359427304524,278.6747387536146,323.6848110961914,317.2752108764648,1,1
2020-06-08,0.17634308468718268,234.2883333762596,0.022740939692233536,82.6124119941776,0.2264941947742071,203.4113684012861,323.55999755859375,296.489990234375,324.3999938964844,0.027221050988936644,0.2314889308129544,278.8271985262869,327.64399383544924,321.1559939575195,0,1
2020-06-09,0.19947264682082747,234.392610753991,0.026654596194852723,82.62301531111525,0.2288153009129778,203.63100363999277,323.55999755859375,296.489990234375,322.010009765625,0.031333474727114785,0.23888445137702027,279.03614582876605,325.23010986328126,318.78990966796874,0,1
2020-06-10,0.22257875695091092,234.5111998208875,0.03011387006474482,82.6382469028693,0.2288427624339754,203.86715383270283,315.5,296.489990234375,320.1099853515625,0.03255353276418715,0.2455795554000298,279.2483856204971,323.31108520507814,316.90888549804686,0,1
2020-06-11,0.25155075144061817,234.62232873698042,0.03451414236516998,82.6554035651584,0.24262276435400953,204.05742740984266,315.5,296.489990234375,301.5899963378906,0.07260085371753083,0.255402573205366,279.45535366645885,304.6058963012695,298.5740963745117,1,1
